sample,budget,resource,marginal_benefit_pp,optimal_allocation,allocation_share_pct,alpha,policy_cap
baseline_5,0.6,Copper,0.20131408792562575,0.006471488991016332,0.6471488991016332,0.65,0.4
baseline_5,0.62,Lithium,0.042043765132224464,7.856842565044001e-05,0.007856842565044,0.65,0.4
baseline_5,0.62,Nickel,0.023581614193148057,1.5057028592135522e-05,0.0015057028592135521,0.65,0.4
baseline_5,0.62,Cobalt,0.005582745986590835,2.4544357609910313e-07,2.4544357609910313e-05,0.65,0.4
baseline_5,0.62,Graphite,0.6688132398066777,0.21301011341469953,21.301011341469952,0.65,0.4
baseline_5,0.62,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.62,Copper,0.20131408792562575,0.006896015687481723,0.6896015687481722,0.65,0.4
baseline_5,0.64,Lithium,0.042043765132224464,8.571100980048001e-05,0.008571100980048001,0.65,0.4
baseline_5,0.64,Nickel,0.023581614193148057,1.6425849373238758e-05,0.0016425849373238757,0.65,0.4
baseline_5,0.64,Cobalt,0.005582745986590835,2.6775662847174897e-07,2.6775662847174898e-05,0.65,0.4
baseline_5,0.64,Graphite,0.6688132398066777,0.23237466917967228,23.23746691796723,0.65,0.4
baseline_5,0.64,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.64,Copper,0.20131408792562575,0.0075229262045255155,0.7522926204525515,0.65,0.4
baseline_5,0.66,Lithium,0.042043765132224464,9.285359395051998e-05,0.009285359395051998,0.65,0.4
baseline_5,0.66,Nickel,0.023581614193148057,1.7794670154341985e-05,0.0017794670154341985,0.65,0.4
baseline_5,0.66,Cobalt,0.005582745986590835,2.900696808443946e-07,2.9006968084439462e-05,0.65,0.4
baseline_5,0.66,Graphite,0.6688132398066777,0.25173922494464496,25.173922494464495,0.65,0.4
baseline_5,0.66,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.66,Copper,0.20131408792562575,0.008149836721569308,0.8149836721569308,0.65,0.4
baseline_5,0.68,Lithium,0.042043765132224464,9.999617810056e-05,0.009999617810056,0.65,0.4
baseline_5,0.68,Nickel,0.023581614193148057,1.916349093544521e-05,0.001916349093544521,0.65,0.4
baseline_5,0.68,Cobalt,0.005582745986590835,3.123827332170402e-07,3.1238273321704016e-05,0.65,0.4
baseline_5,0.68,Graphite,0.6688132398066777,0.2711037807096176,27.11037807096176,0.65,0.4
baseline_5,0.68,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.68,Copper,0.20131408792562575,0.0087767472386131,0.87767472386131,0.65,0.4
baseline_5,0.7000000000000001,Lithium,0.042043765132224464,0.00010713876225059999,0.010713876225059999,0.65,0.4
baseline_5,0.7000000000000001,Nickel,0.023581614193148057,2.0532311716548447e-05,0.002053231171654845,0.65,0.4
baseline_5,0.7000000000000001,Cobalt,0.005582745986590835,3.346957855896861e-07,3.346957855896861e-05,0.65,0.4
baseline_5,0.7000000000000001,Graphite,0.6688132398066777,0.2904683364745904,29.046833647459042,0.65,0.4
baseline_5,0.7000000000000001,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.7000000000000001,Copper,0.20131408792562575,0.009403657755656894,0.9403657755656893,0.65,0.4
baseline_5,0.72,Lithium,0.042043765132224464,0.00011428134640064002,0.011428134640064003,0.65,0.4
baseline_5,0.72,Nickel,0.023581614193148057,2.1901132497651684e-05,0.0021901132497651682,0.65,0.4
baseline_5,0.72,Cobalt,0.005582745986590835,3.5700883796233193e-07,3.570088379623319e-05,0.65,0.4
baseline_5,0.72,Graphite,0.6688132398066777,0.3098328922395631,30.983289223956312,0.65,0.4
baseline_5,0.72,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.72,Copper,0.20131408792562575,0.01003056827270069,1.003056827270069,0.65,0.4
baseline_5,0.74,Lithium,0.042043765132224464,0.00012142393055068002,0.012142393055068002,0.65,0.4
baseline_5,0.74,Nickel,0.023581614193148057,2.3269953278754905e-05,0.0023269953278754903,0.65,0.4
baseline_5,0.74,Cobalt,0.005582745986590835,3.7932189033497756e-07,3.793218903349775e-05,0.65,0.4
baseline_5,0.74,Graphite,0.6688132398066777,0.3291974480045358,32.91974480045358,0.65,0.4
baseline_5,0.74,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.74,Copper,0.20131408792562575,0.010657478789744485,1.0657478789744486,0.65,0.4
baseline_5,0.76,Lithium,0.042043765132224464,0.00012856651470071997,0.012856651470071997,0.65,0.4
baseline_5,0.76,Nickel,0.023581614193148057,2.463877405985813e-05,0.002463877405985813,0.65,0.4
baseline_5,0.76,Cobalt,0.005582745986590835,4.016349427076232e-07,4.016349427076232e-05,0.65,0.4
baseline_5,0.76,Graphite,0.6688132398066777,0.34856200376950836,34.85620037695084,0.65,0.4
baseline_5,0.76,Rare earths,0.8477545602245397,0.4,40.0,0.65,0.4
baseline_5,0.76,Copper,0.20131408792562575,0.01128438930678827,1.1284389306788272,0.65,0.4
baseline_5,0.78,Lithium,0.042043765132224464,0.00013570909885075996,0.013570909885075996,0.65,0.4
baseline_5,0.78,Nickel,0.023581614193148057,2.600759484096136e-05,0.002600759484096136,0.65,0.4
