seed,resource,marginal_benefit_pp
2162,Nickel,0.025384422718616406
2162,Cobalt,0.0073621098360199255
2162,Graphite,0.69844992473997
2162,Rare earths,0.9861759515628821
2162,Copper,0.13970716815336814
2163,Lithium,0.058638483785284023
2163,Nickel,0.012238727884881229
2163,Cobalt,0.0029493096302495303
2163,Graphite,0.642376928632391
2163,Rare earths,1.1413296464189884
2163,Copper,0.16681312756550426
2164,Lithium,0.04929014291258671
2164,Nickel,0.015359966507439538
2164,Cobalt,0.007612759294348237
2164,Graphite,0.6488790791296069
2164,Rare earths,0.7572207510169067
2164,Copper,0.09806995664957441
2165,Lithium,0.038831573819395615
2165,Nickel,0.02207129543828934
2165,Cobalt,0.00798980329579102
2165,Graphite,0.7222799513470992
2165,Rare earths,0.755793584969231
2165,Copper,0.2279396577537618
2166,Lithium,0.04606657146576065
2166,Nickel,0.035133531948131846
2166,Cobalt,0.0012773577010731785
2166,Graphite,0.6864257855936327
2166,Rare earths,0.6817276805850625
2166,Copper,0.17734296486766077
2167,Lithium,0.025844105734968537
2167,Nickel,0.025073898231076086
2167,Cobalt,0.002695715459548609
2167,Graphite,0.7631259589468105
2167,Rare earths,0.8594765585762554
2167,Copper,0.12561758226738817
2168,Lithium,0.034892918872015954
2168,Nickel,0.01781905128753003
2168,Cobalt,0.00906480533759435
2168,Graphite,0.7601555491694336
2168,Rare earths,0.7232136794402368
2168,Copper,0.2992363785665688
2169,Lithium,0.05234207666236124
2169,Nickel,0.03221480966349688
2169,Cobalt,0.006896583444925497
2169,Graphite,0.5996843536363823
2169,Rare earths,0.9807675779503899
2169,Copper,0.22282813081495156
2170,Lithium,0.07807668690550251
2170,Nickel,0.024683190415396794
2170,Cobalt,0.0024889400403687034
2170,Graphite,0.7562785224678894
2170,Rare earths,0.7470468531213346
2170,Copper,0.3014500611259585
2171,Lithium,0.04486889508976866
2171,Nickel,0.016476502705398133
2171,Cobalt,0.001814114589543614
2171,Graphite,0.6820595417472468
2171,Rare earths,0.7496360350326112
2171,Copper,0.21786000864240673
2172,Lithium,0.042930700895436935
2172,Nickel,0.01733005928295661
2172,Cobalt,0.011112256883609284
2172,Graphite,0.537187584140705
2172,Rare earths,0.8699795416987568
2172,Copper,0.11832880484743935
2173,Lithium,0.043808691109282094
2173,Nickel,0.006484385945110027
2173,Cobalt,0.01207092596056647
2173,Graphite,0.6305773083831117
2173,Rare earths,0.8599986476115742
2173,Copper,0.1049595154175389
2174,Lithium,0.0273882288659264
2174,Nickel,0.07396455223414033
2174,Cobalt,0.02454158461427358
2174,Graphite,0.18223010185213173
2174,Rare earths,0.09399388732168301
2174,Copper,0.5877532082390982
2175,Lithium,0.06551465197759931
2175,Nickel,0.02223462420558775
2175,Cobalt,0.0031339754793080488
2175,Graphite,0.7456298657135232
2175,Rare earths,0.867744177871594
2175,Copper,0.18119208593568992
2176,Lithium,0.04776897783660594
2176,Nickel,0.002886526068687445
2176,Cobalt,0.0047835716875184175
2176,Graphite,0.7124020713792394
2176,Rare earths,0.8001445727922718
2176,Copper,0.13963385562960884
