seed,resource_scaled,epsilon,mean_chi,mean_worstcase_loss_pct
2056,Lithium,-0.1,0.045778070483138825,8.264281213153435
2057,Lithium,-0.1,0.042074656765052114,8.398558242997277
2058,Lithium,-0.1,0.048699565478965576,8.25114656180196
2059,Lithium,-0.1,0.04875465614268147,9.212443548983375
2060,Lithium,-0.1,0.039682383739340146,8.14366859077159
2061,Lithium,-0.1,0.04068818174344615,7.857572053102044
2062,Lithium,-0.1,0.04166580501596491,8.506944850597069
2063,Lithium,-0.1,0.04666838216930086,9.27669192405656
2064,Lithium,-0.1,0.03839570775428227,7.005797879997727
2065,Lithium,-0.1,0.0422325402670949,8.560360136665258
2066,Lithium,-0.1,0.04431748620905188,8.639225842628877
2067,Lithium,-0.1,0.045685247656405636,8.136696853337172
2068,Lithium,-0.1,0.04977461742162229,9.027151399569648
2069,Lithium,-0.1,0.03961416202181204,8.651556672436339
2070,Lithium,-0.1,0.04483873902084366,8.407207601154447
2071,Lithium,-0.1,0.04369044374927028,9.021778507933398
2072,Lithium,-0.1,0.040511296011874656,7.7906917060180545
2073,Lithium,-0.1,0.04421921293929247,8.776333824694287
2074,Lithium,-0.1,0.04741070199344215,9.226230419948365
2075,Lithium,-0.1,0.045305958899618214,8.273972687435649
2076,Lithium,-0.1,0.043848866571486456,7.501172755046525
2027,Nickel,-0.1,0.04703889633515072,9.293565830663633
2028,Nickel,-0.1,0.04139869494149939,8.118219567866246
2029,Nickel,-0.1,0.04899220289629779,8.724408645360096
2030,Nickel,-0.1,0.04512119136549082,8.866828337116415
2031,Nickel,-0.1,0.04794007255331066,9.380335573352031
2032,Nickel,-0.1,0.04195509034691018,8.137232616064512
2033,Nickel,-0.1,0.04419406411215036,9.054860680258686
2034,Nickel,-0.1,0.04644386994087492,8.660831658719877
2035,Nickel,-0.1,0.044855419735440195,8.84566887606573
2036,Nickel,-0.1,0.04878968065843522,7.915578558162208
2037,Nickel,-0.1,0.04600721835388345,8.56700667858129
2038,Nickel,-0.1,0.04226552109478369,8.409684807326606
2039,Nickel,-0.1,0.0488750278710887,8.716676711515044
2040,Nickel,-0.1,0.04898424597110358,9.87429906839176
2041,Nickel,-0.1,0.03983604055320825,7.879090821712919
2042,Nickel,-0.1,0.04099533271706453,8.643072507477608
2043,Nickel,-0.1,0.04181255003963029,8.558687649859547
2044,Nickel,-0.1,0.04679284514790203,9.61239457361605
2045,Nickel,-0.1,0.03860271557875707,7.522685851164636
2046,Nickel,-0.1,0.04255914938993487,8.18956268008911
2047,Nickel,-0.1,0.04448642203157907,9.347116404986176
2048,Nickel,-0.1,0.04583126175678738,8.707535567249485
2049,Nickel,-0.1,0.05002767035908471,9.327204287984454
2050,Nickel,-0.1,0.03977633396706617,8.872224410399511
2051,Nickel,-0.1,0.045174133899563984,8.312281341208521
2052,Nickel,-0.1,0.04390335990661083,8.413786559162276
2053,Nickel,-0.1,0.0407309509062142,7.897248359913857
2054,Nickel,-0.1,0.04447514034188679,8.799208689967987
2055,Nickel,-0.1,0.04764453047651337,9.768373358587612
2056,Nickel,-0.1,0.04555451866258457,8.57869312498364
2057,Nickel,-0.1,0.04400038413979148,8.038571333108669
2058,Nickel,-0.1,0.04326860450216377,8.23250394197351
2059,Nickel,-0.1,0.051170640124440926,9.798855396521262
2060,Nickel,-0.1,0.046225357074378894,9.081615593649738
2061,Nickel,-0.1,0.04490890544497099,8.013777955323848
2062,Nickel,-0.1,0.044672644637975885,8.925710413010341
2063,Nickel,-0.1,0.041392832203112004,8.624665637275331
2064,Nickel,-0.1,0.0489652383133621,8.161136050787245
2065,Nickel,-0.1,0.04906592103056326,9.21067794366521
2066,Nickel,-0.1,0.0391115239649958,7.749657787731687
2067,Nickel,-0.1,0.04514134087567139,8.470210413639995
2068,Nickel,-0.1,0.0440211516597782,9.139762587363013
2069,Nickel,-0.1,0.04241619847939128,8.79941778641361
2070,Nickel,-0.1,0.04159510846485899,8.715508169489832
2071,Nickel,-0.1,0.03864194988505089,7.7300038805658655
2072,Nickel,-0.1,0.04186624439265333,8.739656115671895
2073,Nickel,-0.1,0.04332473148375378,8.92981456774358
2074,Nickel,-0.1,0.04944849215848435,9.982824207825537
2075,Nickel,-0.1,0.0437952984206824,8.899913862084482
2076,Nickel,-0.1,0.04502950733380638,8.27964556751338
2027,Cobalt,-0.1,0.04229306885815799,8.309856040182556
2028,Cobalt,-0.1,0.04435150474852365,9.20149066912111
2029,Cobalt,-0.1,0.045766404122037245,8.188979121055022
2030,Cobalt,-0.1,0.04980045826993368,9.031713918106515
2031,Cobalt,-0.1,0.039633141700735675,8.409708104899469
2032,Cobalt,-0.1,0.04494317847358933,8.89956700819522
2033,Cobalt,-0.1,0.04374636708872792,8.937094033948139
2034,Cobalt,-0.1,0.0405294344846043,7.161928229896603
