seed,scenario,economy,loss_pct
2034,Indonesia nickel shock,Spain,1.7244626793220754
2034,Indonesia nickel shock,Sweden,1.7401570564106656
2034,Indonesia nickel shock,Denmark,1.4935920301422796
2034,Indonesia nickel shock,Finland,1.5572616576629583
2034,Lithium shock (Chile+Australia),France,3.943351104233066
2034,Lithium shock (Chile+Australia),Germany,4.135045843754087
2034,Lithium shock (Chile+Australia),Italy,3.7111419321335863
2034,Lithium shock (Chile+Australia),Netherlands,4.941230473972339
2034,Lithium shock (Chile+Australia),Spain,4.882379059361612
2034,Lithium shock (Chile+Australia),Sweden,4.250673106247586
2034,Lithium shock (Chile+Australia),Denmark,3.840524945058432
2034,Lithium shock (Chile+Australia),Finland,3.9529227037721
2034,Dual shock (China+Russia),France,7.8352945310574835
2034,Dual shock (China+Russia),Germany,8.377007762340597
2034,Dual shock (China+Russia),Italy,7.706465396798656
2034,Dual shock (China+Russia),Netherlands,10.724266629076139
2034,Dual shock (China+Russia),Spain,10.639722198703652
2034,Dual shock (China+Russia),Sweden,8.326447007845328
2034,Dual shock (China+Russia),Denmark,8.200934649483392
2034,Dual shock (China+Russia),Finland,8.034866170975258
2034,Copper shock (Chile+Peru),France,3.6137538947400185
2034,Copper shock (Chile+Peru),Germany,3.527860479031423
2034,Copper shock (Chile+Peru),Italy,3.52933316833973
2034,Copper shock (Chile+Peru),Netherlands,4.766825736307161
2034,Copper shock (Chile+Peru),Spain,4.801922812240855
2034,Copper shock (Chile+Peru),Sweden,3.5967610104466092
2034,Copper shock (Chile+Peru),Denmark,3.450089290510487
2034,Copper shock (Chile+Peru),Finland,3.662148885857542
2035,China REE+Graphite shock,France,9.102975767376812
2035,China REE+Graphite shock,Germany,9.387489174047237
2035,China REE+Graphite shock,Italy,10.401371095733216
2035,China REE+Graphite shock,Netherlands,10.27341650456433
2035,China REE+Graphite shock,Spain,10.449098550422972
2035,China REE+Graphite shock,Sweden,9.955740205022838
2035,China REE+Graphite shock,Denmark,10.111366475111184
2035,China REE+Graphite shock,Finland,11.007073767001243
2035,Indonesia nickel shock,France,1.8284713832959698
2035,Indonesia nickel shock,Germany,1.610044862964135
2035,Indonesia nickel shock,Italy,2.3286010493834595
2035,Indonesia nickel shock,Netherlands,1.9248744587252535
2035,Indonesia nickel shock,Spain,2.212390102026127
2035,Indonesia nickel shock,Sweden,1.937869487219865
2035,Indonesia nickel shock,Denmark,1.8025515588250083
2035,Indonesia nickel shock,Finland,1.9725023487031565
2035,Lithium shock (Chile+Australia),France,4.73925608724021
2035,Lithium shock (Chile+Australia),Germany,4.628654210486575
2035,Lithium shock (Chile+Australia),Italy,5.338612270658339
2035,Lithium shock (Chile+Australia),Netherlands,5.022604284198367
2035,Lithium shock (Chile+Australia),Spain,5.1784398498714
2035,Lithium shock (Chile+Australia),Sweden,5.076978373184127
2035,Lithium shock (Chile+Australia),Denmark,4.882982441382324
2035,Lithium shock (Chile+Australia),Finland,5.674153815629453
2035,Dual shock (China+Russia),France,9.68903130982627
2035,Dual shock (China+Russia),Germany,9.975980084216772
2035,Dual shock (China+Russia),Italy,11.10193771897177
2035,Dual shock (China+Russia),Netherlands,10.970572959537202
2035,Dual shock (China+Russia),Spain,11.156503487477755
2035,Dual shock (China+Russia),Sweden,10.608294065965296
2035,Dual shock (China+Russia),Denmark,10.783814755447562
2035,Dual shock (China+Russia),Finland,11.703160374450286
2035,Copper shock (Chile+Peru),France,4.249549624688139
2035,Copper shock (Chile+Peru),Germany,4.30433247047871
2035,Copper shock (Chile+Peru),Italy,5.013741281981228
2035,Copper shock (Chile+Peru),Netherlands,4.836458984794109
2035,Copper shock (Chile+Peru),Spain,4.988689214115406
2035,Copper shock (Chile+Peru),Sweden,4.621380008476281
2035,Copper shock (Chile+Peru),Denmark,4.670275248047649
2035,Copper shock (Chile+Peru),Finland,5.162592068815393
2036,China REE+Graphite shock,France,8.474748881835874
2036,China REE+Graphite shock,Germany,8.79285235475692
2036,China REE+Graphite shock,Italy,8.927653384498246
2036,China REE+Graphite shock,Netherlands,8.911733343304283
2036,China REE+Graphite shock,Spain,9.04128052178387
2036,China REE+Graphite shock,Sweden,8.214596927580555
2036,China REE+Graphite shock,Denmark,8.481597438522982
2036,China REE+Graphite shock,Finland,9.00802015995782
2036,Indonesia nickel shock,France,1.5165115521658141
2036,Indonesia nickel shock,Germany,1.8490175021831665
2036,Indonesia nickel shock,Italy,1.9533862799425321
2036,Indonesia nickel shock,Netherlands,1.7833510747299801
2036,Indonesia nickel shock,Spain,1.8643619545025196
2036,Indonesia nickel shock,Sweden,1.3295235109943755
2036,Indonesia nickel shock,Denmark,1.585460967975809
2036,Indonesia nickel shock,Finland,1.564986626008071
2036,Lithium shock (Chile+Australia),France,4.0548595509908125
2036,Lithium shock (Chile+Australia),Germany,4.340863645130167
2036,Lithium shock (Chile+Australia),Italy,4.718995897357303
2036,Lithium shock (Chile+Australia),Netherlands,3.970286848861138
2036,Lithium shock (Chile+Australia),Spain,4.376559742613097
2036,Lithium shock (Chile+Australia),Sweden,3.792626523293908
2036,Lithium shock (Chile+Australia),Denmark,3.879701421986073
2036,Lithium shock (Chile+Australia),Finland,4.2704071452637296
2036,Dual shock (China+Russia),France,9.236738529907868
2036,Dual shock (China+Russia),Germany,9.581899554238644
2036,Dual shock (China+Russia),Italy,9.791066271041958
2036,Dual shock (China+Russia),Netherlands,9.770406299013477
2036,Dual shock (China+Russia),Spain,9.930397039601223
2036,Dual shock (China+Russia),Sweden,8.922166838941905
2036,Dual shock (China+Russia),Denmark,9.207677522050206
2036,Dual shock (China+Russia),Finland,9.829820664467046
2036,Copper shock (Chile+Peru),France,3.7357454112793196
2036,Copper shock (Chile+Peru),Germany,3.6492724478669802
2036,Copper shock (Chile+Peru),Italy,4.345252670331149
2036,Copper shock (Chile+Peru),Netherlands,3.8168956843618393
2036,Copper shock (Chile+Peru),Spain,4.362320867567317
2036,Copper shock (Chile+Peru),Sweden,3.461685599528371
2036,Copper shock (Chile+Peru),Denmark,3.1843870971234276
2036,Copper shock (Chile+Peru),Finland,4.022553231328404
2037,China REE+Graphite shock,France,7.096549745278459
2037,China REE+Graphite shock,Germany,7.9824633109870184
2037,China REE+Graphite shock,Italy,7.376655303502174
2037,China REE+Graphite shock,Netherlands,9.046530779218275
2037,China REE+Graphite shock,Spain,10.166724181792828
2037,China REE+Graphite shock,Sweden,7.7631476315740215
2037,China REE+Graphite shock,Denmark,7.783476376405702
2037,China REE+Graphite shock,Finland,8.065571284612945
2037,Indonesia nickel shock,France,1.5414750592065116
2037,Indonesia nickel shock,Germany,2.0793738390365193
2037,Indonesia nickel shock,Italy,1.8926648208777876
2037,Indonesia nickel shock,Netherlands,1.9613653455332378
2037,Indonesia nickel shock,Spain,1.916328481732336
2037,Indonesia nickel shock,Sweden,2.4102032176880046
2037,Indonesia nickel shock,Denmark,1.633695589709958
2037,Indonesia nickel shock,Finland,1.7075859764992516
2037,Lithium shock (Chile+Australia),France,5.137561369554676
2037,Lithium shock (Chile+Australia),Germany,5.505895621085587
2037,Lithium shock (Chile+Australia),Italy,5.3834279729284535
2037,Lithium shock (Chile+Australia),Netherlands,6.459084905647669
2037,Lithium shock (Chile+Australia),Spain,6.816328803418902
2037,Lithium shock (Chile+Australia),Sweden,5.835751895842183
2037,Lithium shock (Chile+Australia),Denmark,5.329804977196736
2037,Lithium shock (Chile+Australia),Finland,6.109161093544767
2037,Dual shock (China+Russia),France,7.910452283392734
2037,Dual shock (China+Russia),Germany,8.90434327625256
2037,Dual shock (China+Russia),Italy,8.222869924577541
2037,Dual shock (China+Russia),Netherlands,10.175971497254862
2037,Dual shock (China+Russia),Spain,11.245782113074398
2037,Dual shock (China+Russia),Sweden,8.706134514567431
2037,Dual shock (China+Russia),Denmark,8.62600929545068
2037,Dual shock (China+Russia),Finland,9.060403985272176
2037,Copper shock (Chile+Peru),France,3.4873250683194335
2037,Copper shock (Chile+Peru),Germany,3.733446518570267
2037,Copper shock (Chile+Peru),Italy,3.6137265109861816
2037,Copper shock (Chile+Peru),Netherlands,4.511070910387878
2037,Copper shock (Chile+Peru),Spain,4.758037088474627
2037,Copper shock (Chile+Peru),Sweden,3.6133231293409334
2037,Copper shock (Chile+Peru),Denmark,3.4753819776734485
2037,Copper shock (Chile+Peru),Finland,4.270797266350032
2038,China REE+Graphite shock,France,5.9756422213245335
2038,China REE+Graphite shock,Germany,9.448631515014116
2038,China REE+Graphite shock,Italy,8.340046674601814
2038,China REE+Graphite shock,Netherlands,9.059250386950808
2038,China REE+Graphite shock,Spain,8.943746279298391
2038,China REE+Graphite shock,Sweden,7.329820201462808
2038,China REE+Graphite shock,Denmark,6.8467868120025415
2038,China REE+Graphite shock,Finland,7.028507572025577
2038,Indonesia nickel shock,France,1.0356736297375413
2038,Indonesia nickel shock,Germany,1.934603911450571
2038,Indonesia nickel shock,Italy,1.5449814854548927
2038,Indonesia nickel shock,Netherlands,1.9120029090340231
2038,Indonesia nickel shock,Spain,1.675916722321934
2038,Indonesia nickel shock,Sweden,1.9078927310777398
2038,Indonesia nickel shock,Denmark,1.3239152739909033
