seed,resource,marginal_benefit_pp
2161,Lithium,0.03619381450675796
2161,Nickel,0.014456151413483553
2161,Cobalt,0.003409975924480335
2161,Graphite,0.6175716851172437
2161,Rare earths,0.9398816503647023
2161,Copper,0.2151350590070713
2162,Lithium,0.045028684309240674
2162,Nickel,0.02495018228200152
2162,Cobalt,0.007799191217905843
2162,Graphite,0.650788962977888
2162,Rare earths,1.0029655106315056
2162,Copper,0.12890174786119424
2163,Lithium,0.06551206395553777
2163,Nickel,0.011724541990369985
2163,Cobalt,0.003211522320816229
2163,Graphite,0.5772570922453699
2163,Rare earths,1.1230836783117653
2163,Copper,0.15757910806519781
2164,Lithium,0.04782357473296983
2164,Nickel,0.015127223588386585
2164,Cobalt,0.007659005219620596
2164,Graphite,0.5816680545810868
2164,Rare earths,0.7550119776519706
2164,Copper,0.09177225802305244
2165,Lithium,0.03745795042712885
2165,Nickel,0.020850999647421098
2165,Cobalt,0.007734969373981215
2165,Graphite,0.6763301548622804
2165,Rare earths,0.7500724791657332
2165,Copper,0.21763768310553022
2166,Lithium,0.04990880784292795
2166,Nickel,0.03362612539518661
2166,Cobalt,0.0013521091164507837
2166,Graphite,0.6463986304666589
2166,Rare earths,0.69784660684111
2166,Copper,0.17110166030804663
2167,Lithium,0.028759662482135795
2167,Nickel,0.026088152563739087
2167,Cobalt,0.002995835400122715
2167,Graphite,0.7559818275634846
2167,Rare earths,0.8871416099628231
2167,Copper,0.12211224318579639
2168,Lithium,0.039174074367208434
2168,Nickel,0.018576077042782302
2168,Cobalt,0.010106037083657426
2168,Graphite,0.6880940818169936
2168,Rare earths,0.7444931347012016
2168,Copper,0.288364735337332
2169,Lithium,0.057913339076739234
2169,Nickel,0.0321845035406092
2169,Cobalt,0.007482445375043056
2169,Graphite,0.5577724931907468
2169,Rare earths,0.9946364397809724
2169,Copper,0.2097712375960441
2170,Lithium,0.08031313574964472
2170,Nickel,0.024562178863732242
2170,Cobalt,0.0025826260636563347
2170,Graphite,0.687172098322943
2170,Rare earths,0.756023089091034
2170,Copper,0.2818220949161869
2171,Lithium,0.05148949095795974
2171,Nickel,0.016809804520099725
2171,Cobalt,0.00205208758096731
2171,Graphite,0.6558420000773824
2171,Rare earths,0.7710819538990252
2171,Copper,0.20455938644557836
2172,Lithium,0.04579327001037026
2172,Nickel,0.016753912263586912
2172,Cobalt,0.011488489506108479
2172,Graphite,0.5117808765623586
2172,Rare earths,0.8859655342928097
2172,Copper,0.11250548744774758
2173,Lithium,0.049999190898749823
2173,Nickel,0.006539662343132413
2173,Cobalt,0.013479720959770347
2173,Graphite,0.6072921923686625
2173,Rare earths,0.9036914517883892
2173,Copper,0.10233295384993735
2174,Lithium,0.02968072034595437
2174,Nickel,0.07403282739940042
2174,Cobalt,0.024801247117975045
2174,Graphite,0.1720852468133378
2174,Rare earths,0.0890046816287251
2174,Copper,0.5123649429358688
2175,Lithium,0.06941316087594629
2175,Nickel,0.02169998010748131
2175,Cobalt,0.00325095659954755
2175,Graphite,0.68623742921109
2175,Rare earths,0.8604885449675681
2175,Copper,0.16853279001604804
2176,Lithium,0.05474728723321043
2176,Nickel,0.0030260830880415313
2176,Cobalt,0.0053340963192614055
2176,Graphite,0.6781934459764258
2176,Rare earths,0.8600053611488452
2176,Copper,0.137666881701195
