seed,resource,marginal_benefit_pp
2105,Lithium,0.054254691940512245
2105,Nickel,0.017077786951162466
2105,Cobalt,0.005187212097174765
2105,Graphite,0.6716678186089382
2105,Rare earths,0.852824635207039
2105,Copper,0.18755864949200785
2106,Lithium,0.050115634035023504
2106,Nickel,0.008453654670621091
2106,Cobalt,0.008274065149345589
2106,Graphite,0.7529120979788466
2106,Rare earths,0.9918328426193206
2106,Copper,0.24376964321134054
2107,Lithium,0.0222461569641883
2107,Nickel,0.019372538852834964
2107,Cobalt,0.0037806379198404017
2107,Graphite,0.6089128683478169
2107,Rare earths,0.8896873626696316
2107,Copper,0.21205618851190522
2108,Lithium,0.04303644211905677
2108,Nickel,0.014225250286287405
2108,Cobalt,0.00438570726778309
2108,Graphite,0.6639043306727643
2108,Rare earths,0.9233353382903289
2108,Copper,0.1856083817291232
2109,Lithium,0.027269339441511775
2109,Nickel,0.007201540957725072
2109,Cobalt,0.0018235464494029685
2109,Graphite,0.7276115127134943
2109,Rare earths,0.8456857746304873
2109,Copper,0.18902743288798796
2110,Lithium,0.01957537696551448
2110,Nickel,0.030108696211420316
2110,Cobalt,0.004148260651573921
2110,Graphite,0.5705400696792813
2110,Rare earths,0.8455617764431995
2110,Copper,0.17275392309305904
2111,Lithium,0.009689436521812311
2111,Nickel,0.16670555516387253
2111,Cobalt,0.015399005963272039
2111,Graphite,0.12016277595545333
2111,Rare earths,0.10803444375939897
2111,Copper,0.9011732505340078
2112,Lithium,0.06493491166299314
2112,Nickel,0.012710118267577286
2112,Cobalt,0.004831216412990003
2112,Graphite,0.7338820423614774
2112,Rare earths,0.7469984208317024
2112,Copper,0.1932124492436742
2113,Lithium,0.04018102076536678
2113,Nickel,0.007905127727594774
2113,Cobalt,0.004337466117035227
2113,Graphite,0.6579928281904941
2113,Rare earths,0.7540275994398682
2113,Copper,0.1811212449662909
2114,Lithium,0.06644712719561952
2114,Nickel,0.01854142999745889
2114,Cobalt,0.005295289327285069
2114,Graphite,0.6628090541419489
2114,Rare earths,0.7861370751584449
2114,Copper,0.16650376613248774
2115,Lithium,0.0496518117770286
2115,Nickel,0.005563524653798169
2115,Cobalt,0.013567802855742883
2115,Graphite,0.6988670717395706
2115,Rare earths,1.0410407599760507
2115,Copper,0.121666129719884
2116,Lithium,0.0383121989048778
2116,Nickel,0.01964873062278727
2116,Cobalt,0.001601889370544285
2116,Graphite,0.7954015982829894
2116,Rare earths,0.9188987332649177
2116,Copper,0.16360851143818067
2117,Lithium,0.05278122551443776
