seed,economy,resource,resource_channel_loss_pct,contribution_share
2074,Finland,Lithium,2.81090655022659,0.12354188047503495
2074,Finland,Nickel,2.140650063762186,0.09408350280974853
2074,Finland,Cobalt,1.8026928079648061,0.07922997632092767
2074,Finland,Graphite,6.667239529977709,0.29303119630374636
2074,Finland,Rare earths,5.581115843471412,0.24529507976559647
2074,Finland,Copper,3.750056402713118,0.1648183643249461
2075,France,Lithium,2.6160536245516863,0.13404392534533197
2075,France,Nickel,1.9877404574091164,0.10184979809980166
2075,France,Cobalt,1.448011528692675,0.07419463707840598
2075,France,Graphite,5.641917214284772,0.289086096239993
2075,France,Rare earths,4.9587669227382385,0.25408217054814175
2075,France,Copper,2.8639010011922355,0.14674337268832574
2075,Germany,Lithium,2.742792600961065,0.1319814519932352
2075,Germany,Nickel,2.4374989599629426,0.11729091432403078
2075,Germany,Cobalt,1.6114573473413927,0.07754231233260618
2075,Germany,Graphite,5.731805137268733,0.27581085215628043
2075,Germany,Rare earths,5.015443369359936,0.2413399751939045
2075,Germany,Copper,3.242654548607961,0.156034493999943
2075,Italy,Lithium,3.1862840215253,0.13424125995845249
2075,Italy,Nickel,2.5286126759252205,0.10653292338974259
2075,Italy,Cobalt,1.671539088804311,0.07042357549892155
2075,Italy,Graphite,6.704560842715697,0.2824697010417195
2075,Italy,Rare earths,5.848653326273367,0.24640948084825237
2075,Italy,Copper,3.795854482895697,0.1599230592629115
2075,Netherlands,Lithium,3.4399356402822985,0.1266117786335284
2075,Netherlands,Nickel,3.1431613103652793,0.11568857259340501
2075,Netherlands,Cobalt,2.0676854359780736,0.07610413626295126
2075,Netherlands,Graphite,7.698533734018194,0.28335560628520123
2075,Netherlands,Rare earths,6.782407097910585,0.2496362478492926
2075,Netherlands,Copper,4.037436534259907,0.1486036583756215
2075,Spain,Lithium,3.332893641434186,0.13419014622820227
2075,Spain,Nickel,2.6021506609836487,0.10476871309789267
2075,Spain,Cobalt,1.6295889284457163,0.06561108757910787
2075,Spain,Graphite,7.012836130908451,0.28235329630143197
2075,Spain,Rare earths,6.113096785536203,0.24612767157048054
2075,Spain,Copper,4.146530577858963,0.16694908522288465
2075,Sweden,Lithium,2.733566825622742,0.13390010509353215
2075,Sweden,Nickel,2.1709453498302076,0.10634084660738331
2075,Sweden,Cobalt,1.6319872397688029,0.07994070635773236
2075,Sweden,Graphite,5.849357504505595,0.28652293305634124
2075,Sweden,Rare earths,5.150425868897467,0.25228670419085436
2075,Sweden,Copper,2.8786886836775096,0.1410087046941566
2075,Denmark,Lithium,2.685803643907843,0.1299727794859265
2075,Denmark,Nickel,2.363080549513892,0.11435539893846006
2075,Denmark,Cobalt,1.6231773406153833,0.07854962556063713
2075,Denmark,Graphite,5.818083779343354,0.28155167701797434
2075,Denmark,Rare earths,5.1262077658860274,0.24807006017205702
2075,Denmark,Copper,3.0480018305141474,0.14750045882494484
2075,Finland,Lithium,2.929382993695239,0.13149569507994302
2075,Finland,Nickel,2.045196776896108,0.09180587595818882
2075,Finland,Cobalt,1.4807030465983941,0.06646658246412335
2075,Finland,Graphite,6.680941408748724,0.2998976358579845
2075,Finland,Rare earths,5.901520614824017,0.26491058251689686
2075,Finland,Copper,3.2396612135902125,0.1454236281228634
2076,France,Lithium,2.320770901372175,0.11731283953406894
2076,France,Nickel,2.3838355385524546,0.12050069907566786
2076,France,Cobalt,1.90378716634907,0.09623469435129398
2076,France,Graphite,5.443634550184559,0.27517073145407517
2076,France,Rare earths,4.615647858492116,0.23331676394636933
